campaign,prod_type,subject,sent,uniq_open,uniq_click
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,27,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,30,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,34,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",1082,192,10
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,723,94,6
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,340,59,2
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,25,1,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,25,2,0
NB Transaction,NB Transaction,Transact on IndusNet and avail enhanced daily transaction limit of Rs. 25 Lakhs.,18922,869,19
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs. 1000 today. Hurry,28,1,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs. 2500 today. Hurry,31,1,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 7500 today. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,28,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,27,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,27,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,27,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,24,1,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 4000 today. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 10000 today. Hurry,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,1,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,61,9,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,405,62,4
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, Chance to get an Iphone8 or Fitbit Charge2 this festive season. Shop now",251378,23159,302
MBTransactionBooster,MB Transaction,October Delights: Win vouchers Rs500 of your choice. Details inside.,121043,6956,72
MBTransactionBooster,MB Transaction,October Delights: Win vouchers Rs500 of your choice. Details inside.,82963,5365,76
MBTransactionBooster,MB Transaction,You’re Missed: Transact on IndusMobile and win vouchers Rs500. Details inside.,178888,10237,76
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,31,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,74,10,2
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,27,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,24,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,25,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",25,4,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,27,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,29,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,26,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,46,8,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,29,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,28,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",39,2,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,409,60,4
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,876,139,4
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,753,86,1
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,437,53,1
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, enjoy a 10% instant discount every Tuesday at Snapdeal using your Debit Card. Shop Now",251372,21936,316
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, Debit Card festival: 5 Iphone8 & Fitbit Charge2 up for grabs",251334,23992,283
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,33,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,36,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,27,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,26,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,24,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",1054,240,15
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,902,133,7
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,26,3,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,338,49,2
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",11648,778,5
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",25216,1737,21
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",970,69,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",5712,386,4
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",2918,199,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",12469,879,6
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",629,44,1
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",1868,148,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",1327,93,2
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",16430,1225,10
NRHomecoming17,SAInfo,"Dear %%Opportunity_Name%%, we look forward to welcoming you home.",857,159,3
NRHomecoming17,SAInfo,Travelling to India? We look forward to your visit,877,128,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,76,6,2
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,34,4,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,34,4,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,25,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",374,68,7
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,752,125,9
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,26,2,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,402,54,1
NRHomecoming17,SAInfo,"Dear %%Opportunity_Name%%, we look forward to welcoming you home.",14797,2880,101
DCVoucherActivation,DCVoucherActivation,Know your Account Balance in a jiffy. Download the IndusMobile App.,50,3,0
DCVoucherActivation,DCVoucherActivation,Know your Account Balance in a jiffy. Download the IndusMobile App.,25,0,0
DCVoucherActivation,DCVoucherActivation,Know your Account Balance in a jiffy. Download the IndusMobile App.,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,92,18,4
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,30,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,50,9,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,53,9,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,27,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,29,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,31,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,24,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",1275,295,16
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,26,2,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,26,4,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,27,1,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,76,13,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,27,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,41,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,61,9,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,37,4,2
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,24,2,0
